sample_id,time_slot,Load1_mw,Load2_mw,Load3_mw,Load4_mw,Load5_mw,Load6_mw,Load7_mw,Load8_mw,Load9_mw,Load10_mw,Load11_mw,Load12_mw,Load13_mw,Load14_mw,Load15_mw,Load16_mw,Load17_mw,Load18_mw,Load19_mw,Load20_mw,Load21_mw,Load22_mw,Load23_mw,Load24_mw,Load25_mw,Load26_mw,Load27_mw,Load28_mw,Load29_mw,Load30_mw,Load31_mw,Load32_mw,fixed_total_mw,PV_Bus6_irr,PV_Bus14_irr,PV_Bus19_irr,PV_Bus25_irr,PV_Bus31_irr,BESS_Bus18_se_init_mwh,BESS_Bus18_p_init_mw,EV_Bus19_cur,EV_Bus19_lb,EV_Bus19_ub,EV_Bus7_cur,EV_Bus7_lb,EV_Bus7_ub,AC_Bus2_cur,AC_Bus2_lb,AC_Bus2_ub
390,1:15,0.038042,0.034487,0.049929,0.020851,0.021473,0.070646,0.072869,0.025683,0.018796,0.014958,0.019556,0.025824,0.042515,0.021909,0.018992,0.022055,0.036918,0.034833,0.033607,0.028657,0.032860,0.034473,0.142820,0.168928,0.024654,0.021452,0.024293,0.044801,0.084158,0.068141,0.070603,0.024392,1.394177,0.000000,0.000000,0.000000,0.000000,0.000000,1.344863,0.000000,0.426748,0.250552,0.450026,0.355352,0.273803,0.460471,0.370003,0.300741,0.386965
391,1:30,0.037289,0.030326,0.048901,0.026358,0.020491,0.075239,0.083115,0.022743,0.018555,0.017610,0.020283,0.019626,0.037198,0.025160,0.020607,0.023233,0.035678,0.034271,0.034725,0.035010,0.034191,0.031162,0.144017,0.155732,0.022200,0.023449,0.024960,0.046513,0.068868,0.043949,0.072641,0.019461,1.353562,0.000000,0.000000,0.000000,0.000000,0.000000,1.222986,0.000000,0.347356,0.281381,0.478731,0.444356,0.287996,0.565358,0.401523,0.304552,0.457687
392,1:45,0.033457,0.028343,0.039627,0.021795,0.020106,0.072696,0.078859,0.023600,0.020843,0.014556,0.021033,0.023781,0.048604,0.023105,0.024999,0.026177,0.031859,0.038453,0.032604,0.036891,0.035849,0.026858,0.141129,0.137145,0.018341,0.024280,0.026935,0.043485,0.080747,0.064078,0.079739,0.022261,1.362235,0.000000,0.000000,0.000000,0.000000,0.000000,1.151548,0.000000,0.362824,0.286582,0.513245,0.389140,0.283588,0.469546,0.312711,0.296377,0.411333
393,2:00,0.032415,0.035889,0.040881,0.017898,0.023303,0.067072,0.076212,0.020352,0.023719,0.016919,0.016416,0.022998,0.043020,0.025290,0.023027,0.023827,0.030867,0.030603,0.033143,0.032030,0.037674,0.032719,0.136071,0.142231,0.024290,0.021781,0.021663,0.049001,0.067085,0.043002,0.070920,0.022688,1.305006,0.000000,0.000000,0.000000,0.000000,0.000000,1.037733,0.000000,0.359988,0.227193,0.516874,0.375236,0.279672,0.488888,0.321258,0.277354,0.511778
394,2:15,0.041654,0.036984,0.040093,0.022050,0.022702,0.080491,0.061467,0.017257,0.022237,0.012408,0.022503,0.023464,0.049780,0.020773,0.022509,0.023595,0.029321,0.036270,0.034140,0.031216,0.033698,0.032765,0.167160,0.149475,0.022655,0.020777,0.020074,0.045064,0.067218,0.059814,0.082124,0.020457,1.372195,0.000000,0.000000,0.000000,0.000000,0.000000,1.125078,0.000000,0.377093,0.248480,0.393926,0.347150,0.267845,0.493664,0.374719,0.293635,0.423164
395,2:30,0.035316,0.035229,0.045436,0.019260,0.020849,0.073839,0.079300,0.027541,0.023709,0.014932,0.021944,0.022553,0.042003,0.023194,0.017120,0.023377,0.031645,0.032863,0.038098,0.029036,0.034134,0.035866,0.157705,0.130034,0.025143,0.021684,0.020983,0.042928,0.071018,0.048789,0.078811,0.020829,1.345170,0.000000,0.000000,0.000000,0.000000,0.000000,1.024708,0.000000,0.393969,0.283134,0.545476,0.361387,0.247577,0.400240,0.436712,0.287024,0.436712
396,2:45,0.036563,0.035594,0.038220,0.022801,0.024740,0.076795,0.073282,0.020672,0.023992,0.014659,0.022690,0.022209,0.049291,0.020861,0.021049,0.019401,0.034681,0.031820,0.030364,0.030680,0.035013,0.029563,0.139338,0.168963,0.021784,0.024269,0.021356,0.044299,0.074994,0.063063,0.087657,0.024707,1.385368,0.000000,0.000000,0.000000,0.000000,0.000000,0.963988,0.000000,0.345984,0.242635,0.504896,0.420030,0.300503,0.469812,0.396071,0.289266,0.476188
397,3:00,0.037447,0.033093,0.047680,0.024945,0.025086,0.084314,0.068250,0.018980,0.024214,0.018910,0.025599,0.023226,0.035458,0.022962,0.023382,0.024926,0.037978,0.036251,0.031277,0.029808,0.035002,0.030595,0.177938,0.128632,0.023408,0.022860,0.021694,0.040205,0.058616,0.052437,0.073548,0.024615,1.363335,0.000000,0.000000,0.000000,0.000000,0.000000,1.014541,0.000000,0.340297,0.281389,0.408568,0.386931,0.208961,0.567511,0.363992,0.193972,0.435523
398,3:15,0.040675,0.037891,0.043955,0.022512,0.020012,0.075706,0.076901,0.022057,0.023445,0.017436,0.020174,0.025242,0.044167,0.026330,0.023500,0.026997,0.037803,0.034596,0.031382,0.031454,0.035631,0.034312,0.148564,0.171013,0.022639,0.024444,0.020352,0.049611,0.078939,0.063131,0.086646,0.022360,1.439878,0.000000,0.000000,0.000000,0.000000,0.000000,1.199519,0.000000,0.369647,0.325050,0.462035,0.387262,0.265341,0.387262,0.329731,0.287060,0.509227
399,3:30,0.036051,0.036054,0.046267,0.021563,0.022543,0.087319,0.087069,0.023383,0.023083,0.014747,0.026898,0.025330,0.049355,0.017731,0.023045,0.022660,0.036778,0.032874,0.033630,0.036560,0.031764,0.032451,0.163766,0.182165,0.024807,0.025420,0.023097,0.052766,0.063184,0.068982,0.097615,0.024000,1.492957,0.000000,0.000000,0.000000,0.000000,0.000000,1.262068,0.000000,0.414361,0.281451,0.472413,0.359158,0.281140,0.509350,0.398587,0.338652,0.487363
400,3:45,0.033293,0.032412,0.039787,0.024803,0.026115,0.068327,0.085587,0.025525,0.021812,0.014041,0.020850,0.021961,0.053902,0.023075,0.021000,0.023696,0.030490,0.036828,0.031602,0.032111,0.036342,0.041157,0.199384,0.146461,0.021958,0.024555,0.026081,0.036596,0.078517,0.055534,0.066004,0.020229,1.420038,0.000000,0.000000,0.000000,0.000000,0.000000,1.396833,0.000000,0.367090,0.290888,0.538503,0.402978,0.316589,0.490495,0.361752,0.283874,0.523211
401,4:00,0.036898,0.033247,0.051094,0.022783,0.022683,0.089099,0.068316,0.028635,0.022296,0.019357,0.023493,0.024396,0.046254,0.025785,0.022926,0.022390,0.042087,0.035731,0.033219,0.030317,0.042273,0.033660,0.200537,0.172888,0.024090,0.024154,0.029014,0.037089,0.080867,0.057803,0.081357,0.024106,1.508844,0.000000,0.000000,0.000000,0.000000,0.000000,1.378620,0.000000,0.385310,0.301416,0.494681,0.343853,0.307133,0.531356,0.374392,0.351112,0.562074
402,4:15,0.039258,0.037321,0.052825,0.027072,0.024786,0.078545,0.096456,0.022301,0.022628,0.016248,0.022623,0.028095,0.056358,0.024795,0.026219,0.024953,0.033003,0.045780,0.042620,0.038797,0.034262,0.036626,0.162749,0.176563,0.025754,0.024127,0.021346,0.060611,0.085243,0.065300,0.083735,0.021078,1.558079,0.001836,0.001417,0.001723,0.001598,0.001791,1.265255,0.000000,0.412857,0.306101,0.552960,0.454047,0.340525,0.567352,0.491416,0.328657,0.573080
403,4:30,0.046326,0.043169,0.058725,0.030452,0.021815,0.076886,0.112937,0.028854,0.026796,0.019719,0.026059,0.021140,0.048368,0.025915,0.024332,0.024674,0.049371,0.038323,0.040405,0.040265,0.041629,0.037436,0.206333,0.191593,0.022835,0.025926,0.025757,0.051272,0.091809,0.069679,0.096467,0.027096,1.692363,0.003613,0.003831,0.003393,0.003644,0.003283,1.635787,0.000000,0.440541,0.264347,0.578557,0.458131,0.303633,0.551862,0.465102,0.376248,0.564193
404,4:45,0.038367,0.044516,0.054970,0.030085,0.025295,0.092278,0.092009,0.028627,0.024562,0.021887,0.022372,0.025604,0.046298,0.029709,0.028534,0.028688,0.047218,0.039854,0.043663,0.041426,0.040800,0.046532,0.232039,0.183769,0.029724,0.028312,0.028345,0.056229,0.088409,0.044001,0.110766,0.025530,1.720420,0.004546,0.004827,0.005631,0.004914,0.004776,1.477981,0.000000,0.446229,0.349404,0.513596,0.468261,0.355692,0.517344,0.464102,0.356094,0.608981
405,5:00,0.047293,0.042580,0.056126,0.025717,0.030881,0.108222,0.077296,0.024212,0.031540,0.024874,0.022562,0.031002,0.066720,0.026193,0.033193,0.028155,0.044350,0.039905,0.047302,0.046585,0.050413,0.049192,0.200471,0.263026,0.032537,0.030214,0.025807,0.048558,0.081743,0.064972,0.114146,0.030061,1.845847,0.006793,0.006305,0.007597,0.007038,0.007286,1.471347,0.000000,0.448446,0.372618,0.562859,0.515972,0.344553,0.597953,0.492087,0.345684,0.669497
406,5:15,0.054327,0.055044,0.052680,0.031215,0.027780,0.127518,0.112947,0.030997,0.026445,0.020381,0.032397,0.026039,0.052268,0.030174,0.030549,0.031293,0.043233,0.049381,0.041323,0.048054,0.046189,0.047937,0.235973,0.201420,0.028154,0.025057,0.024060,0.059233,0.099410,0.067182,0.096323,0.034740,1.889723,0.016213,0.018306,0.017489,0.015736,0.016980,1.561747,0.000000,0.546457,0.351677,0.575801,0.522850,0.377238,0.553730,0.485455,0.446344,0.673624
407,5:30,0.058846,0.054809,0.060661,0.029576,0.034965,0.118252,0.093681,0.031161,0.031443,0.021893,0.032850,0.029415,0.059840,0.031308,0.026919,0.025125,0.051800,0.043931,0.057572,0.056799,0.045041,0.058541,0.242161,0.207116,0.023463,0.033806,0.031728,0.065987,0.103017,0.070028,0.105974,0.033864,1.971570,0.027142,0.026766,0.029640,0.023001,0.031502,2.095934,0.000000,0.508469,0.411755,0.531862,0.531958,0.379654,0.684755,0.488452,0.414519,0.762864
408,5:45,0.058079,0.032894,0.064504,0.028896,0.036833,0.121987,0.114652,0.029127,0.038059,0.024182,0.039089,0.033990,0.069578,0.031587,0.037770,0.035126,0.056833,0.050548,0.049433,0.052622,0.056831,0.054716,0.234981,0.188731,0.035794,0.028347,0.033227,0.065455,0.094722,0.085861,0.140855,0.032076,2.057386,0.035204,0.038230,0.034591,0.024255,0.035706,2.024396,0.000000,0.594115,0.558292,0.708079,0.516264,0.462560,0.683190,0.471295,0.471295,0.471295
409,6:00,0.054626,0.046716,0.069473,0.035780,0.032972,0.131128,0.115976,0.031578,0.030703,0.025392,0.038445,0.031744,0.073309,0.034920,0.041488,0.035943,0.048266,0.055710,0.055885,0.049829,0.045850,0.054671,0.243689,0.205428,0.035473,0.032389,0.029350,0.066750,0.130103,0.096930,0.132538,0.035524,2.148580,0.047027,0.048240,0.046373,0.055888,0.048907,2.190150,0.000000,0.601788,0.481251,0.601788,0.524343,0.447615,0.771359,0.638627,0.425088,0.680162
410,6:15,0.060510,0.047790,0.071790,0.039282,0.040739,0.104779,0.100390,0.035730,0.039448,0.027590,0.037925,0.030679,0.066957,0.027711,0.035004,0.027824,0.060363,0.061546,0.054013,0.045208,0.055265,0.063167,0.260392,0.278021,0.033787,0.032416,0.035258,0.057336,0.145164,0.090013,0.135056,0.033871,2.235023,0.077826,0.076115,0.071846,0.067908,0.087173,1.928512,0.000000,0.561950,0.561950,0.614057,0.612470,0.513617,0.696941,0.545391,0.484466,0.626098
411,6:30,0.051333,0.054191,0.070972,0.040424,0.038780,0.121778,0.127495,0.038182,0.044088,0.028012,0.033945,0.037149,0.053774,0.036307,0.040407,0.038620,0.056270,0.058186,0.060667,0.062426,0.057084,0.052912,0.195991,0.279924,0.038303,0.036982,0.033920,0.079883,0.118297,0.090752,0.126777,0.038065,2.241896,0.107963,0.097947,0.098744,0.104569,0.109243,2.336649,0.000000,0.537367,0.535627,0.656126,0.565465,0.551991,0.636742,0.590550,0.512240,0.590550
412,6:45,0.066079,0.058093,0.072124,0.031430,0.038145,0.141639,0.131736,0.033356,0.041441,0.027140,0.029530,0.041144,0.067624,0.043992,0.041629,0.036492,0.058587,0.069591,0.061615,0.057348,0.072197,0.056672,0.276606,0.236925,0.031089,0.036268,0.037486,0.077144,0.106802,0.099524,0.119846,0.039616,2.338911,0.106180,0.116728,0.127106,0.134399,0.118277,2.650780,0.000000,0.652751,0.501715,0.652751,0.718448,0.567974,0.733353,0.677551,0.526724,0.677551
413,7:00,0.062399,0.052903,0.066522,0.036322,0.033405,0.153157,0.133132,0.037893,0.044847,0.024957,0.037734,0.045910,0.075416,0.047620,0.041265,0.043255,0.065049,0.057398,0.054587,0.056726,0.051725,0.057010,0.267695,0.313053,0.040529,0.047298,0.029997,0.067205,0.122998,0.109923,0.132439,0.032643,2.443014,0.136620,0.145755,0.161003,0.154359,0.123811,2.678338,0.000000,0.622020,0.473261,0.634849,0.750423,0.518746,0.750423,0.631723,0.524128,0.675639
414,7:15,0.068448,0.055133,0.079837,0.041448,0.039389,0.136958,0.119405,0.047018,0.031641,0.031103,0.040643,0.041725,0.072855,0.043789,0.038781,0.034554,0.052369,0.059540,0.049418,0.069395,0.064976,0.069550,0.321675,0.264776,0.035797,0.028707,0.037612,0.092254,0.119864,0.095954,0.129607,0.040675,2.454897,0.171571,0.183228,0.131512,0.168246,0.185478,2.497216,0.000000,0.651869,0.468231,0.651869,0.733870,0.593981,0.733870,0.764955,0.477870,0.823571
415,7:30,0.075318,0.067584,0.072604,0.043459,0.036165,0.134558,0.142616,0.036797,0.043310,0.028591,0.037819,0.042988,0.073588,0.036590,0.044331,0.040586,0.051468,0.065379,0.057777,0.051776,0.045125,0.065667,0.256885,0.246095,0.042718,0.043386,0.036990,0.087630,0.161337,0.113894,0.157264,0.041412,2.481705,0.221279,0.183138,0.190393,0.220462,0.223494,2.382867,0.000000,0.639482,0.565994,0.803076,0.585025,0.525384,0.659356,0.684913,0.573902,0.718970
416,7:45,0.070083,0.056843,0.080571,0.041687,0.043399,0.141338,0.140729,0.036664,0.042692,0.032521,0.043928,0.038139,0.089718,0.035683,0.039326,0.039964,0.053862,0.059852,0.063010,0.050390,0.059211,0.050866,0.346403,0.293787,0.041613,0.042050,0.043581,0.090232,0.115569,0.116201,0.161756,0.040824,2.602493,0.226946,0.287802,0.210353,0.201478,0.226301,2.462461,0.000000,0.676805,0.403445,0.687292,0.720475,0.655166,0.842147,0.697589,0.697589,0.863837
417,8:00,0.067513,0.068096,0.083798,0.042007,0.042289,0.107735,0.118905,0.040422,0.038498,0.030801,0.047945,0.041729,0.072967,0.038708,0.049234,0.048485,0.066821,0.053210,0.064998,0.065483,0.063224,0.059468,0.283622,0.275468,0.037228,0.047785,0.045751,0.081688,0.145075,0.109201,0.181622,0.045710,2.565486,0.243280,0.277722,0.216424,0.220668,0.260752,2.875047,0.000000,0.759192,0.602982,0.765916,0.734279,0.639882,0.734279,0.632887,0.632887,0.632887
418,8:15,0.075534,0.074719,0.086722,0.041405,0.037385,0.137844,0.153500,0.046245,0.044145,0.034020,0.048497,0.043331,0.097775,0.039882,0.042692,0.040939,0.069625,0.057966,0.062435,0.052514,0.068345,0.072554,0.328468,0.325515,0.046617,0.046016,0.045650,0.091854,0.133958,0.105366,0.151583,0.041563,2.744664,0.330587,0.318320,0.330724,0.300405,0.348429,3.179196,0.000000,0.604516,0.540614,0.835572,0.781712,0.617364,1.042615,0.650860,0.644231,0.922251
419,8:30,0.067042,0.068080,0.074337,0.050664,0.044959,0.166345,0.144972,0.035810,0.055570,0.033412,0.039574,0.049011,0.105849,0.043082,0.043536,0.045019,0.058631,0.061403,0.077712,0.065087,0.060434,0.062977,0.340830,0.246988,0.045092,0.054799,0.052904,0.092986,0.165871,0.124297,0.151967,0.048039,2.777279,0.345201,0.323639,0.301825,0.313933,0.338105,2.690543,0.000000,0.863956,0.552895,0.880903,0.759367,0.639404,0.834094,0.749854,0.652847,0.926042
420,8:45,0.081981,0.070305,0.100153,0.042067,0.041203,0.166810,0.151739,0.044028,0.048077,0.035933,0.039295,0.051160,0.086187,0.052577,0.038945,0.046364,0.066155,0.054092,0.071843,0.054438,0.065441,0.074850,0.297891,0.286136,0.048534,0.043816,0.043118,0.101335,0.132308,0.107181,0.170910,0.039402,2.754274,0.316903,0.413718,0.333777,0.373006,0.352966,2.925325,0.000000,0.881929,0.634890,0.923207,0.808296,0.639080,0.808296,0.745745,0.695213,0.765219
421,9:00,0.087448,0.068268,0.088530,0.044665,0.043592,0.142757,0.145368,0.053538,0.049169,0.033239,0.050409,0.038617,0.104436,0.051848,0.056168,0.050546,0.071865,0.077745,0.064546,0.066132,0.068412,0.078280,0.293820,0.290408,0.046989,0.049197,0.042676,0.097961,0.173948,0.128534,0.166337,0.045487,2.870932,0.408391,0.477297,0.408011,0.378197,0.346686,3.409527,0.000000,0.897834,0.666074,0.946395,0.778797,0.720600,0.778797,0.670259,0.645256,0.926425
422,9:15,0.077157,0.059018,0.092851,0.041710,0.044351,0.154503,0.140431,0.044063,0.042875,0.032250,0.041653,0.044086,0.084356,0.049039,0.047252,0.051856,0.082593,0.074190,0.072607,0.074627,0.072725,0.069832,0.323305,0.291128,0.050208,0.046177,0.053037,0.101123,0.144742,0.130243,0.120611,0.055263,2.809864,0.418390,0.371691,0.443534,0.406251,0.498180,3.004138,0.000000,0.705311,0.705311,0.909310,0.684940,0.649948,0.684940,0.693340,0.657309,0.693340
423,9:30,0.081255,0.068618,0.078308,0.045785,0.050263,0.165184,0.151236,0.039932,0.049754,0.036527,0.050684,0.045460,0.077737,0.049236,0.046699,0.053246,0.070314,0.069793,0.073038,0.065927,0.065589,0.069426,0.297076,0.319695,0.055807,0.051615,0.048181,0.107989,0.142953,0.145955,0.156062,0.056108,2.885452,0.449827,0.501023,0.459084,0.426097,0.465930,2.678339,0.000000,0.934783,0.559976,1.007986,0.756908,0.640459,0.925142,0.713112,0.713112,0.796327
424,9:45,0.072008,0.067697,0.101743,0.049075,0.049685,0.156772,0.144813,0.054179,0.043870,0.036853,0.046632,0.049816,0.088610,0.052125,0.053661,0.051836,0.071856,0.067663,0.090705,0.063726,0.076975,0.073095,0.328061,0.336238,0.044755,0.049175,0.048655,0.119578,0.174036,0.123984,0.174563,0.055836,3.018275,0.473090,0.542029,0.427379,0.481116,0.503724,3.329354,0.000000,0.709736,0.673477,0.717038,0.797801,0.744198,0.797801,0.855669,0.636696,0.855669
425,10:00,0.084101,0.076805,0.089881,0.055610,0.047051,0.154733,0.179973,0.044580,0.049104,0.033106,0.059567,0.058565,0.094111,0.050053,0.047605,0.045921,0.072224,0.071080,0.060517,0.073247,0.071068,0.073598,0.330478,0.321059,0.051743,0.050117,0.054222,0.099868,0.155466,0.126286,0.133547,0.057589,2.972875,0.419772,0.506959,0.429768,0.425114,0.474235,3.320961,0.000000,0.815367,0.815367,0.815367,0.718352,0.718352,0.925374,0.819823,0.705878,0.836909
426,10:15,0.095453,0.078680,0.109244,0.050898,0.049528,0.199155,0.138184,0.045801,0.046174,0.039033,0.043099,0.051422,0.101089,0.051661,0.051574,0.055124,0.071310,0.075462,0.066384,0.064749,0.084310,0.065843,0.355872,0.352184,0.053388,0.039853,0.052033,0.094996,0.149696,0.116442,0.184549,0.051269,3.084455,0.456558,0.448066,0.551397,0.496329,0.570693,3.245257,0.000000,0.786064,0.616940,0.800482,0.856210,0.607287,0.885660,0.962774,0.728247,0.962774
427,10:30,0.108383,0.068556,0.099673,0.044160,0.053401,0.168543,0.146130,0.046928,0.055030,0.040841,0.041665,0.046214,0.114374,0.047648,0.049330,0.053376,0.063089,0.065913,0.070345,0.081342,0.080012,0.077854,0.334475,0.377078,0.047717,0.051222,0.052825,0.113179,0.160598,0.116776,0.191318,0.055030,3.123025,0.542583,0.503111,0.635969,0.551213,0.588141,2.746894,0.000000,0.764052,0.629198,1.018147,0.676239,0.588084,0.884362,0.807690,0.625356,0.919457
428,10:45,0.068516,0.075571,0.114198,0.043301,0.048856,0.140721,0.149013,0.049095,0.045792,0.031408,0.041769,0.039081,0.100921,0.051043,0.051019,0.043786,0.079515,0.077354,0.072300,0.071114,0.067558,0.073636,0.391681,0.375518,0.046931,0.050759,0.042860,0.103363,0.147211,0.128724,0.218629,0.045420,3.086662,0.545774,0.565145,0.643133,0.484635,0.581463,3.207143,0.000000,0.835078,0.737229,0.835078,0.868947,0.868947,0.947255,0.757302,0.688452,0.941638
429,11:00,0.076578,0.080318,0.082585,0.036916,0.049446,0.158973,0.139392,0.040088,0.057697,0.037949,0.048455,0.058976,0.106605,0.056916,0.042654,0.042473,0.077016,0.075547,0.081605,0.060710,0.077644,0.079716,0.370211,0.324753,0.050868,0.044609,0.046943,0.086633,0.148970,0.117987,0.160950,0.044690,2.964873,0.613035,0.397445,0.517515,0.557284,0.556634,4.059612,0.000000,0.844453,0.844453,0.860649,0.832595,0.581817,1.029003,0.819473,0.674662,0.866576
430,11:15,0.077832,0.079675,0.114173,0.051572,0.045074,0.140409,0.173111,0.056281,0.050969,0.040719,0.060858,0.052378,0.086023,0.048578,0.054953,0.047128,0.083412,0.072011,0.074920,0.069953,0.073653,0.074036,0.283896,0.323375,0.042371,0.046363,0.044488,0.106442,0.177590,0.127597,0.147714,0.047856,2.975411,0.623305,0.541544,0.593159,0.554680,0.456709,3.386737,0.000000,0.696994,0.695121,0.964137,0.885428,0.738872,1.019469,0.826436,0.689035,0.984624
431,11:30,0.070081,0.074830,0.081771,0.044825,0.046207,0.180353,0.152415,0.043109,0.050061,0.035440,0.052120,0.043414,0.098640,0.060230,0.047146,0.049203,0.060418,0.066272,0.075783,0.070062,0.076904,0.075531,0.293547,0.372439,0.042299,0.044607,0.049410,0.111741,0.144842,0.122537,0.171693,0.051477,2.959409,0.562906,0.585504,0.572660,0.613608,0.494803,3.182636,0.000000,0.900342,0.676537,0.996600,0.912119,0.830799,0.950450,0.772983,0.671566,0.772983
432,11:45,0.096502,0.079617,0.102493,0.050158,0.046508,0.132683,0.168263,0.036453,0.046701,0.036191,0.046114,0.058754,0.114158,0.053258,0.043805,0.057547,0.076890,0.065588,0.072645,0.079349,0.068072,0.073426,0.348600,0.300707,0.046968,0.043322,0.052466,0.087778,0.165603,0.103904,0.149803,0.042567,2.946895,0.542809,0.687651,0.511218,0.563056,0.592811,3.157860,0.000000,0.781240,0.717246,0.937531,0.692656,0.692656,0.836645,0.847514,0.685682,0.897226
433,12:00,0.074263,0.059254,0.089814,0.043615,0.056344,0.197229,0.159993,0.041466,0.051804,0.032632,0.045594,0.045209,0.091657,0.046532,0.041906,0.044856,0.079745,0.072122,0.073271,0.056211,0.079223,0.067404,0.375658,0.342911,0.045531,0.040149,0.058735,0.104236,0.174689,0.142544,0.172634,0.054767,3.061998,0.566815,0.573504,0.644658,0.610941,0.679980,3.405297,0.000000,0.765570,0.755979,0.847086,0.763537,0.710879,0.789471,0.724365,0.682087,0.724365
434,12:15,0.075828,0.071826,0.092977,0.050515,0.048453,0.150458,0.160688,0.050386,0.043318,0.037269,0.040561,0.053490,0.101408,0.056012,0.042787,0.053624,0.079008,0.070931,0.069526,0.064408,0.062524,0.066820,0.294816,0.390956,0.040930,0.048882,0.050264,0.099774,0.167699,0.131808,0.161060,0.048587,2.977595,0.672636,0.688235,0.676709,0.642260,0.514568,3.227993,0.000000,0.794285,0.794285,1.092315,0.706907,0.560014,0.954128,0.888674,0.840277,0.969363
435,12:30,0.082550,0.071411,0.095808,0.055623,0.044448,0.173098,0.165362,0.043963,0.042910,0.029929,0.050422,0.047783,0.088232,0.039065,0.050168,0.047252,0.066983,0.065177,0.070410,0.075521,0.069750,0.063558,0.334652,0.371803,0.048281,0.048416,0.046521,0.087618,0.145497,0.100239,0.188185,0.050311,2.960944,0.666615,0.659208,0.505532,0.573430,0.585543,3.421632,0.000000,0.808061,0.722184,0.932057,0.742580,0.678634,0.858702,0.916584,0.773012,0.916584
436,12:45,0.078223,0.071304,0.091588,0.053045,0.041080,0.153191,0.130526,0.043066,0.049532,0.037217,0.046505,0.053405,0.109019,0.047677,0.049211,0.045836,0.076528,0.063415,0.084946,0.080223,0.063380,0.066332,0.350220,0.324696,0.050624,0.046284,0.055329,0.096098,0.198766,0.127256,0.145357,0.058026,2.987902,0.659744,0.583951,0.651733,0.671479,0.578077,3.149404,0.000000,0.888061,0.726766,0.958357,0.705008,0.573817,0.896392,0.910472,0.727856,1.054001
437,13:00,0.081007,0.054556,0.098550,0.051384,0.048624,0.165277,0.159075,0.038359,0.055900,0.034626,0.044970,0.054440,0.105244,0.049240,0.051619,0.042395,0.071315,0.081206,0.067028,0.064719,0.072462,0.072630,0.357244,0.289278,0.035712,0.052347,0.042740,0.090015,0.124888,0.132085,0.173636,0.049418,2.911986,0.578488,0.620198,0.525496,0.567835,0.606013,3.215555,0.000000,0.810298,0.554876,0.810298,0.762764,0.646524,0.874445,0.765802,0.765802,0.765802
438,13:15,0.085288,0.072592,0.092891,0.042319,0.049126,0.161400,0.143937,0.050731,0.054019,0.033582,0.044452,0.044277,0.079786,0.057550,0.045789,0.043825,0.063808,0.069121,0.066912,0.082252,0.062931,0.060847,0.354102,0.331988,0.046872,0.050624,0.048596,0.095433,0.137340,0.099859,0.156040,0.042742,2.871034,0.546676,0.644895,0.546388,0.563831,0.556914,3.287020,0.000000,0.820522,0.573280,0.858812,0.785184,0.696241,0.934880,0.772922,0.652354,1.010893
439,13:30,0.076562,0.072617,0.110582,0.052980,0.053013,0.138386,0.140973,0.048995,0.051646,0.034096,0.044606,0.054634,0.102479,0.053024,0.045834,0.045457,0.078751,0.070036,0.067532,0.065358,0.068248,0.078220,0.284981,0.356768,0.044555,0.046942,0.047249,0.093784,0.155246,0.114549,0.158237,0.054279,2.910616,0.535120,0.518252,0.600681,0.400020,0.637272,3.552439,0.000000,0.801177,0.690369,0.841209,0.766573,0.654346,0.967993,0.738949,0.542123,0.904418
440,13:45,0.074913,0.068697,0.100759,0.050508,0.044920,0.134020,0.193659,0.052546,0.048713,0.036602,0.050940,0.051514,0.075908,0.046277,0.045779,0.047186,0.077485,0.059062,0.062235,0.067036,0.073051,0.077927,0.390489,0.326108,0.051943,0.051366,0.050558,0.095688,0.153480,0.107126,0.148866,0.049625,2.964988,0.533278,0.495452,0.520519,0.451968,0.542129,2.775631,0.000000,0.794987,0.670280,0.959126,0.783312,0.635475,0.875370,0.864934,0.627759,0.918159
441,14:00,0.088524,0.071293,0.090454,0.053537,0.043020,0.147945,0.130650,0.054252,0.056954,0.029956,0.044057,0.048305,0.090992,0.047820,0.047406,0.049925,0.065040,0.073341,0.063924,0.068991,0.059458,0.069044,0.316558,0.367474,0.047686,0.048558,0.047862,0.075513,0.127969,0.116103,0.172572,0.046843,2.862029,0.608266,0.520531,0.583008,0.461444,0.488713,2.528394,0.000000,0.730418,0.682690,0.870079,0.849720,0.750075,0.849720,0.795509,0.718820,0.937697
442,14:15,0.081424,0.076863,0.071656,0.049032,0.051034,0.169199,0.141236,0.051847,0.048171,0.038228,0.047520,0.049960,0.106929,0.047144,0.049493,0.054141,0.071227,0.064065,0.077069,0.082547,0.081493,0.077350,0.257912,0.315462,0.045313,0.048342,0.056251,0.085852,0.196389,0.115715,0.155523,0.052194,2.916579,0.469443,0.487266,0.454394,0.549949,0.465060,3.596163,0.000000,0.832687,0.747733,0.832687,0.830180,0.629534,0.830180,0.794490,0.644530,0.997068
443,14:30,0.089069,0.069193,0.096850,0.045995,0.050917,0.157810,0.154221,0.048505,0.040643,0.035937,0.051418,0.048949,0.105754,0.046460,0.046064,0.042887,0.069484,0.086661,0.074419,0.068182,0.065136,0.060846,0.309909,0.363633,0.046220,0.043656,0.044187,0.102836,0.159632,0.113134,0.163776,0.058932,2.961315,0.443135,0.503946,0.508667,0.481188,0.480659,3.256304,0.000000,0.746187,0.746187,0.746187,0.792541,0.659262,0.953901,0.825768,0.727703,0.825768
